p09_2,p134e,p70,p35,p09_3,p140,p58,p62g,p126p,p151,p15,p06,p40m,p40,p134c,p128b,p138,p66,p115,p34_f,p134i,p128a,p23,p130c_11,p116,p33_f,p62h,p117,p113,p134f,p134h,p93,p139,p113_11,CIUO2,p130b,p130d,p98,p86,p68,p13,p05,p53,p43m,p43,p46,p133,p64,p38_11,p38m_11,p54,p136,p76,OBJ_pobre_a_rico,OBJ_pobre_a_rico_cluster,OBJ_pobre_a_rico_n_clusters,OBJ_pobre_a_rico_ponderador_mean,OBJ_rico_a_pobre_cluster,OBJ_rico_a_pobre_n_clusters,OBJ_rico_a_pobre_ponderador_mean,OBJ_rico_a_pobre,OBJ_siguie_siendo_rico_cluster,OBJ_siguie_siendo_rico_n_clusters,OBJ_siguie_siendo_rico_ponderador_mean,OBJ_siguie_siendo_rico,OBJ_siguie_siendo_pobre_cluster,OBJ_siguie_siendo_pobre_n_clusters,OBJ_siguie_siendo_pobre_ponderador_mean,OBJ_siguie_siendo_pobre,OBJ_sigue_siendo_clase_media_cluster,OBJ_sigue_siendo_clase_media_n_clusters,OBJ_sigue_siendo_clase_media_ponderador_mean,OBJ_sigue_siendo_clase_media,OBJ_clase_media_a_rico_cluster,OBJ_clase_media_a_rico_n_clusters,OBJ_clase_media_a_rico_ponderador_mean,OBJ_clase_media_a_rico,OBJ_clase_media_a_pobre_cluster,OBJ_clase_media_a_pobre_n_clusters,OBJ_clase_media_a_pobre_ponderador_mean,OBJ_clase_media_a_pobre,OBJ_subieron_cluster,OBJ_subieron_n_clusters,OBJ_subieron_ponderador_mean,OBJ_subieron,OBJ_bajaron_cluster,OBJ_bajaron_n_clusters,OBJ_bajaron_ponderador_mean,OBJ_bajaron
8.0,1,3.0,1,8.0,2.0,3.0,2,0,4,1.0,1,2.0,2.0,1,2,2.0,2.0,2.0,0,1,2,9.0,11.0,6.0,0,2,2.0,2.0,1,1,2.0,2.0,13.0,9112.0,2,2,13.0,13.0,1,4.0,49.0,1,2.0,2.0,1.0,3,14.0,65.0,74.0,35,35,1,0,78.0,105,5.113901081212884,39.0,84,5.096898426168154,0,476.0,52,5.177533656715291,0,259.0,75,5.748619474212856,0,83.0,112,7.015531779318429,0,300.0,99,5.123722083649788,1,120.0,105,5.188906440767481,0,84.0,85,7.940175890184135,1,328.0,9,6.527299093800694,0
11.0,2,3.0,2,8.0,5.0,5.0,2,0,7,1.0,2,2.0,2.0,1,2,1.0,1.0,2.0,0,2,2,23.0,11.0,6.0,0,2,2.0,2.0,1,2,2.0,2.0,13.0,9111.0,2,2,15.0,42.0,1,2.0,54.0,1,2.0,2.0,1.0,3,14.0,85.0,76.0,35,0,10,0,250.0,105,5.117592309737727,39.0,83,5.096360205250438,0,88.0,52,5.160004961023891,0,238.0,74,5.960259107378251,0,83.0,108,7.014305793969385,0,265.0,95,5.121687065299373,0,120.0,105,5.189598860634959,0,80.0,89,8.211700022400818,1,346.0,8,6.153544987943056,0
4.0,2,3.0,1,8.0,4.0,5.0,1,0,6,1.0,2,2.0,2.0,1,2,2.0,2.0,2.0,0,2,2,31.0,11.0,6.0,0,1,2.0,2.0,1,2,2.0,2.0,13.0,5221.0,2,2,18.0,48.0,1,6.0,48.0,1,2.0,2.0,1.0,4,18.0,50.0,87.0,35,35,1,0,273.0,102,5.118432943033973,39.0,81,5.097438431994782,0,446.0,51,5.2907041438445574,0,313.0,73,5.617801397855342,0,169.0,109,7.0220797604764815,0,183.0,98,5.154747511223902,0,236.0,107,5.168393105335149,0,84.0,87,7.855095098224687,1,309.0,17,7.019524545687311,0
7.0,2,3.0,1,8.0,5.0,5.0,1,0,6,6.0,2,2.0,2.0,1,2,1.0,2.0,1.0,0,1,2,30.0,11.0,6.0,0,2,2.0,2.0,2,1,5.0,2.0,13.0,6114.0,2,2,16.0,45.0,2,4.0,36.0,7,2.0,2.0,1.0,5,13.0,54.0,51.0,0,35,0,0,273.0,97,5.1110270610786435,39.0,83,5.098595769844269,0,348.0,49,5.42234584131891,0,244.0,78,5.76229592373037,0,83.0,108,7.020472328447551,0,80.0,102,5.126563003815163,0,256.0,106,5.205323451817465,0,196.0,87,7.452792012033991,0,31.0,31,7.55474174868754,1
8.0,2,1.0,1,8.0,7.0,5.0,1,0,6,6.0,2,2.0,2.0,2,2,1.0,2.0,2.0,0,1,2,16.0,11.0,1.0,0,1,2.0,1.0,1,1,3.0,2.0,15.0,6114.0,2,2,17.0,45.0,2,3.0,32.0,7,4.0,4.0,1.0,3,16.0,54.0,52.0,0,35,0,0,250.0,104,5.085241439421629,39.0,85,5.0875372045193235,0,465.0,50,5.372795865401797,0,301.0,73,5.379345152749828,0,440.0,111,7.012735663262527,0,267.0,101,5.105311309870478,0,141.0,108,5.197983465697376,0,80.0,85,7.056532216896389,0,260.0,98,7.7718719870971755,0
8.0,1,3.0,1,8.0,6.0,8.0,1,0,10,1.0,2,1.0,2.0,1,1,2.0,2.0,1.0,0,8,2,6.0,11.0,6.0,0,8,2.0,2.0,1,8,8.0,2.0,13.0,3221.0,2,2,16.0,40.0,1,11.0,35.0,1,5.0,10.0,2.0,6,21.0,56.0,56.0,35,35,35,0,228.0,100,5.094899975516032,39.0,84,5.0961671242691375,0,246.0,93,7.246890456886204,1,41.0,73,5.273669258452896,0,105.0,108,6.950167443230237,0,9.0,110,5.163190531548189,0,277.0,97,5.132395822467777,0,90.0,82,6.923019518184637,0,318.0,32,7.491667332364366,0
8.0,1,3.0,2,8.0,5.0,5.0,1,0,8,1.0,1,2.0,2.0,1,2,1.0,2.0,1.0,0,2,2,28.0,11.0,1.0,0,2,2.0,2.0,1,2,2.0,2.0,13.0,9111.0,2,2,18.0,48.0,1,6.0,39.0,1,2.0,2.0,1.0,3,18.0,89.0,54.0,35,0,23,0,250.0,103,5.111280738852402,39.0,85,5.098675744292382,0,460.0,50,5.324815414012379,0,31.0,71,5.564986402257549,0,169.0,111,7.029823307126831,0,295.0,106,5.119721931943021,0,255.0,109,5.168769130213585,0,196.0,88,7.7518201776476126,0,228.0,11,7.0847737341005885,1
8.0,1,3.0,1,8.0,8.0,5.0,2,0,8,1.0,2,2.0,2.0,1,2,2.0,2.0,2.0,0,2,2,31.0,11.0,6.0,0,2,2.0,2.0,1,2,1.0,2.0,13.0,6114.0,2,2,10.0,48.0,1,97.0,46.0,7,2.0,2.0,1.0,5,4.0,72.0,63.0,0,35,35,0,208.0,97,5.119980077665986,39.0,85,5.094240132487736,0,180.0,51,5.552777231529183,0,256.0,86,6.0474243119685545,0,105.0,115,6.956221504911296,0,380.0,98,5.163166436841116,0,19.0,100,5.169732407512028,0,164.0,89,8.011418957301709,1,116.0,9,6.458945070317424,0
1.0,1,3.0,2,8.0,5.0,5.0,1,0,7,7.0,2,1.0,2.0,2,2,1.0,2.0,1.0,1,2,2,30.0,11.0,6.0,0,2,1.0,2.0,1,2,4.0,2.0,13.0,6114.0,2,2,24.0,45.0,2,8.0,62.0,7,2.0,2.0,1.0,7,20.0,70.0,97.0,0,0,0,0,127.0,102,5.143706752562553,118.0,84,5.103158105004759,0,619.0,47,5.413268589745745,1,224.0,74,5.566863188040699,0,105.0,110,6.997917239936358,0,122.0,101,5.215916552428527,0,291.0,98,5.143435307630532,0,118.0,94,8.230058285846335,0,349.0,8,6.499551173080088,0
5.0,1,3.0,1,8.0,5.0,5.0,1,0,5,1.0,1,2.0,2.0,1,2,1.0,2.0,1.0,0,1,1,9.0,11.0,6.0,0,1,2.0,2.0,1,2,2.0,2.0,13.0,6114.0,2,2,18.0,60.0,1,8.0,31.0,7,4.0,4.0,1.0,6,18.0,52.0,54.0,0,0,35,0,325.0,97,5.09967951639495,39.0,84,5.095871844443045,0,267.0,52,5.91988560436552,0,41.0,72,5.322003900237263,0,53.0,113,7.01603423875635,0,160.0,108,5.147665206388606,0,277.0,103,5.150279061093378,0,90.0,84,7.0486830925524835,1,135.0,67,7.6674969729215245,0
8.0,2,3.0,2,8.0,5.0,5.0,2,0,6,1.0,1,2.0,2.0,1,2,1.0,2.0,2.0,0,2,2,4.0,11.0,6.0,0,8,2.0,2.0,1,2,5.0,2.0,13.0,6114.0,2,2,22.0,40.0,1,8.0,45.0,7,2.0,5.0,1.0,4,20.0,88.0,67.0,0,0,35,0,208.0,102,5.128045102586461,39.0,83,5.0986047447668135,0,356.0,50,5.322035190693181,0,246.0,71,5.544995629507538,0,105.0,110,7.019753639645814,0,403.0,104,5.1842485341427675,0,77.0,100,5.148444465880314,0,84.0,85,7.9735162421824635,1,206.0,8,6.4568833126417085,0
5.0,1,3.0,2,8.0,5.0,5.0,2,0,8,1.0,2,2.0,2.0,1,2,1.0,2.0,1.0,0,1,1,30.0,11.0,6.0,0,1,2.0,2.0,1,1,2.0,2.0,13.0,6114.0,2,2,16.0,43.0,1,2.0,56.0,7,2.0,2.0,1.0,3,12.0,70.0,67.0,0,0,13,0,250.0,105,5.1187013232092795,39.0,84,5.094968861925804,0,103.0,53,5.190565225871227,0,261.0,80,5.918337013846586,0,83.0,111,7.0120753009401025,0,151.0,96,5.127641403262275,0,120.0,105,5.183040611901293,0,164.0,88,8.232347373170413,1,83.0,8,6.099945253240015,0
1.0,2,1.0,1,8.0,5.0,8.0,1,0,8,5.0,2,1.0,1.0,1,1,1.0,2.0,2.0,0,1,1,1.0,11.0,6.0,1,1,2.0,2.0,2,1,2.0,2.0,13.0,2353.0,2,2,18.0,45.0,2,10.0,26.0,1,6.0,10.0,1.0,5,16.0,53.0,50.0,35,0,0,0,283.0,98,5.092343637342654,39.0,86,5.083311024288642,0,43.0,130,7.50136121972484,1,29.0,75,5.287368332553209,0,104.0,103,6.9035379636335525,0,160.0,109,5.14291333124946,0,141.0,98,5.138639953480218,0,78.0,82,6.684583742412875,0,201.0,69,7.639498561800871,0
5.0,1,3.0,1,8.0,7.0,7.0,2,0,6,6.0,2,1.0,2.0,1,2,1.0,2.0,2.0,0,1,2,11.0,11.0,6.0,0,2,2.0,2.0,1,1,2.0,2.0,13.0,9329.0,2,2,18.0,45.0,2,2.0,32.0,1,2.0,2.0,1.0,3,4.0,58.0,58.0,35,35,0,0,250.0,103,5.098025914265195,39.0,86,5.0952336743285,0,458.0,50,5.219309658193082,0,261.0,80,5.852167174404672,0,440.0,114,6.9740459799200565,0,265.0,105,5.1060661381505215,0,284.0,110,5.208607362871127,0,164.0,91,7.467687715798504,0,280.0,25,7.386526060564414,1
5.0,1,3.0,1,8.0,5.0,5.0,1,0,7,1.0,1,2.0,2.0,2,2,1.0,2.0,2.0,0,2,2,9.0,11.0,2.0,0,2,2.0,2.0,1,2,2.0,2.0,13.0,6114.0,2,2,18.0,35.0,1,6.0,38.0,7,4.0,4.0,1.0,9,18.0,60.0,60.0,0,0,35,0,325.0,97,5.100482887193648,39.0,86,5.097728106976603,0,485.0,51,5.816000477134287,0,301.0,73,5.37475040454674,0,105.0,113,7.008813327976565,0,380.0,107,5.148649494343597,0,255.0,108,5.1563406984406,1,90.0,82,7.100646436629162,0,372.0,71,7.741636162107817,1
5.0,1,3.0,1,8.0,4.0,5.0,1,0,7,6.0,2,2.0,2.0,1,2,1.0,2.0,2.0,0,2,2,27.0,11.0,6.0,0,2,2.0,2.0,1,2,2.0,2.0,13.0,6114.0,2,2,18.0,45.0,2,3.0,25.0,7,2.0,2.0,1.0,3,15.0,70.0,67.0,0,35,0,0,250.0,105,5.109060181593573,372.0,87,5.098179640562154,0,441.0,52,5.191011375011907,0,183.0,72,5.671331255879104,0,83.0,108,7.02305909967131,0,265.0,101,5.1155258061253335,0,283.0,107,5.207015032842903,0,80.0,86,7.8342903241757975,0,254.0,22,7.4379259565687414,1
8.0,1,3.0,1,8.0,5.0,5.0,1,0,6,1.0,2,2.0,2.0,1,2,1.0,2.0,2.0,0,1,2,9.0,11.0,1.0,0,1,2.0,1.0,1,1,2.0,2.0,12.0,6114.0,2,2,17.0,60.0,1,4.0,43.0,7,2.0,2.0,1.0,5,15.0,62.0,64.0,0,0,35,0,273.0,96,5.1125871603352335,39.0,84,5.097143430796381,0,385.0,50,5.404662490641567,0,250.0,71,5.551810488338181,0,53.0,111,7.035083837847405,0,380.0,103,5.152045271607186,0,201.0,106,5.196948281070437,0,84.0,90,7.759731164931724,0,9.0,16,7.225809400491512,1
11.0,1,3.0,2,8.0,5.0,3.0,2,0,8,1.0,1,2.0,2.0,1,2,1.0,1.0,1.0,0,2,2,20.0,11.0,2.0,0,2,2.0,1.0,2,1,2.0,2.0,15.0,9211.0,2,2,17.0,48.0,1,2.0,47.0,1,2.0,2.0,1.0,1,14.0,70.0,67.0,35,0,5,0,76.0,102,5.116786574387876,113.0,86,5.097971545377662,0,13.0,52,5.191063121932999,0,162.0,79,6.232434035606976,0,169.0,116,6.976134610443135,0,265.0,98,5.122306398653656,0,87.0,106,5.2341833255337855,0,201.0,93,7.9112737163294895,0,346.0,8,6.166934588597074,1
2.0,1,3.0,2,8.0,5.0,5.0,1,0,4,1.0,1,2.0,2.0,2,2,1.0,2.0,2.0,0,2,2,30.0,11.0,2.0,0,2,2.0,1.0,1,2,2.0,2.0,18.0,6114.0,2,2,17.0,35.0,1,11.0,32.0,9,2.0,2.0,2.0,8,25.0,70.0,55.0,0,0,27,0,171.0,94,5.125935247806305,39.0,85,5.093057564139465,0,580.0,48,5.8380513202637445,0,313.0,75,5.567181765521781,0,105.0,108,7.001094183064906,0,73.0,106,5.161176717153638,0,55.0,100,5.164684178596856,0,258.0,86,7.708765409349914,1,320.0,31,7.654613338129475,0
11.0,2,3.0,1,8.0,7.0,3.0,1,0,9,1.0,1,2.0,1.0,2,2,1.0,2.0,2.0,0,2,2,27.0,11.0,1.0,0,1,2.0,1.0,1,1,5.0,2.0,13.0,9111.0,2,2,17.0,48.0,1,2.0,41.0,1,2.0,2.0,1.0,3,7.0,60.0,62.0,35,35,3,0,250.0,103,5.100736700354782,39.0,86,5.094540554056953,0,497.0,52,5.2504010014743585,0,238.0,79,5.829146319747018,0,104.0,114,6.983542031963835,0,265.0,99,5.114425578758904,0,201.0,107,5.186754198230315,0,164.0,93,7.7359806435384995,0,342.0,20,7.39360307695595,1
11.0,2,3.0,1,8.0,8.0,5.0,8,0,8,6.0,2,2.0,2.0,2,2,1.0,2.0,2.0,0,1,2,24.0,11.0,6.0,0,2,2.0,2.0,2,2,2.0,2.0,13.0,6114.0,2,2,18.0,45.0,2,4.0,40.0,7,2.0,98.0,1.0,3,15.0,61.0,62.0,0,35,0,0,222.0,104,5.104161027919682,39.0,86,5.096079554187731,0,150.0,50,5.308099819361804,0,20.0,73,5.619925245041621,0,440.0,107,7.018937345819343,0,249.0,102,5.1137765098661445,0,201.0,108,5.1915598803193355,0,260.0,84,7.4725730389051614,1,218.0,40,7.579647208915773,0
9.0,1,2.0,2,8.0,5.0,5.0,1,1,7,1.0,2,2.0,2.0,8,2,1.0,2.0,2.0,0,1,2,9.0,11.0,6.0,0,1,2.0,2.0,1,1,2.0,2.0,13.0,6114.0,2,2,18.0,45.0,2,2.0,45.0,8,2.0,2.0,8.0,8,25.0,70.0,67.0,0,0,0,0,51.0,102,5.127573372827233,235.0,88,5.099279124572838,0,352.0,49,5.432518920999208,0,105.0,73,5.677160056982839,0,83.0,109,7.014779457663444,0,86.0,102,5.182865445402924,0,281.0,107,5.179663328343621,0,80.0,88,8.085966610142542,1,213.0,11,6.616853095284167,0
1.0,1,3.0,2,8.0,5.0,5.0,2,0,6,1.0,1,2.0,2.0,1,1,1.0,2.0,1.0,0,2,1,18.0,11.0,6.0,0,1,2.0,2.0,1,1,2.0,2.0,13.0,6114.0,2,2,15.0,40.0,1,2.0,36.0,7,2.0,2.0,1.0,5,12.0,66.0,55.0,0,0,35,0,347.0,95,5.122849891385133,39.0,85,5.094065374238235,0,348.0,50,5.403613476564684,0,261.0,83,5.728747025145533,0,83.0,112,7.017973800381048,0,9.0,106,5.151614977010593,0,256.0,107,5.186121666628436,0,164.0,89,7.690578832304885,1,85.0,10,6.522446210845388,0
7.0,1,3.0,1,8.0,5.0,5.0,1,0,6,1.0,1,2.0,2.0,1,2,1.0,2.0,1.0,0,1,2,20.0,11.0,6.0,0,2,2.0,2.0,1,1,2.0,2.0,13.0,6114.0,2,2,22.0,72.0,1,6.0,36.0,7,2.0,2.0,1.0,2,18.0,82.0,65.0,0,0,35,0,76.0,103,5.113032747453931,39.0,86,5.0978959407672235,0,446.0,51,5.276195242158693,0,40.0,73,5.830916038122538,1,53.0,116,7.021385488122091,0,97.0,107,5.132882279967346,0,93.0,105,5.2106108123052675,0,142.0,86,7.689822136284631,0,228.0,13,7.275238568297709,0
5.0,1,3.0,1,8.0,5.0,5.0,1,0,7,1.0,2,2.0,2.0,2,2,5.0,2.0,2.0,0,2,2,4.0,11.0,6.0,0,1,2.0,2.0,1,1,2.0,2.0,13.0,6114.0,2,2,18.0,45.0,2,4.0,35.0,7,2.0,2.0,1.0,3,12.0,66.0,57.0,0,2,0,0,250.0,105,5.098938722170947,39.0,86,5.096893060471137,0,524.0,50,5.230242252098769,0,299.0,80,5.72568442798464,0,83.0,111,7.015501137179968,0,265.0,105,5.110590263388655,0,256.0,110,5.202214074610426,0,164.0,90,7.448464773211583,1,342.0,21,7.490076606070496,0
5.0,2,1.0,1,8.0,5.0,5.0,2,0,7,4.0,1,2.0,1.0,1,2,1.0,2.0,2.0,0,2,2,9.0,11.0,6.0,0,2,2.0,2.0,1,2,8.0,2.0,13.0,6114.0,2,2,21.0,45.0,2,10.0,25.0,7,10.0,4.0,1.0,8,25.0,52.0,52.0,0,0,0,0,208.0,96,5.1019821504241705,39.0,85,5.088654104626256,0,277.0,53,6.401708738152853,0,147.0,74,5.437353119363623,0,100.0,105,6.9783937347630465,0,403.0,105,5.150192716704884,0,141.0,95,5.150025155440588,0,188.0,83,7.073744660869153,0,224.0,79,7.7563910200494375,1
5.0,2,3.0,1,8.0,5.0,5.0,1,0,9,6.0,2,2.0,2.0,1,2,5.0,2.0,2.0,1,2,2,17.0,11.0,6.0,0,8,2.0,2.0,1,2,2.0,2.0,13.0,6114.0,2,2,18.0,45.0,2,6.0,27.0,7,4.0,4.0,1.0,3,18.0,50.0,50.0,0,35,0,0,250.0,104,5.085354604446639,164.0,86,5.100748602047779,0,249.0,50,5.612152476932318,0,301.0,74,5.373367080219815,0,105.0,112,7.003937622208306,0,305.0,104,5.111563130400713,0,255.0,106,5.166308870085894,0,90.0,83,7.038848287645139,0,260.0,103,7.787878126278,1
11.0,1,3.0,1,8.0,5.0,5.0,1,0,6,1.0,1,1.0,2.0,1,2,5.0,2.0,1.0,0,1,2,19.0,11.0,1.0,0,1,2.0,1.0,1,1,2.0,2.0,13.0,3322.0,2,2,15.0,60.0,1,4.0,36.0,1,2.0,2.0,1.0,4,15.0,66.0,67.0,35,35,35,0,273.0,100,5.118525095672602,39.0,85,5.0955893443632005,0,379.0,53,5.442137118150288,0,225.0,70,5.4916304860922445,0,53.0,111,7.023743346149697,0,380.0,105,5.138385158282489,0,281.0,106,5.188950571266932,0,196.0,85,7.5967360574329845,1,365.0,13,7.137973659022003,0
1.0,2,3.0,2,8.0,5.0,5.0,1,0,8,6.0,2,2.0,2.0,1,2,5.0,2.0,2.0,0,1,1,5.0,11.0,6.0,0,2,2.0,2.0,1,2,8.0,2.0,13.0,6114.0,2,2,15.0,45.0,2,5.0,39.0,7,2.0,2.0,1.0,3,15.0,87.0,84.0,0,35,0,0,250.0,103,5.110356360293714,39.0,85,5.099162778517529,0,292.0,54,5.227699795050551,0,250.0,76,5.501562396854126,0,83.0,110,7.018903504073496,0,413.0,103,5.130932040999187,0,222.0,105,5.16824402598964,0,300.0,85,8.010249200712476,0,365.0,10,6.876696095232239,1
5.0,1,3.0,2,8.0,5.0,5.0,2,1,7,1.0,1,2.0,2.0,1,2,1.0,2.0,2.0,0,1,2,7.0,11.0,6.0,0,2,2.0,2.0,1,1,2.0,2.0,13.0,6114.0,2,2,9.0,35.0,1,2.0,61.0,7,2.0,2.0,1.0,8,11.0,70.0,81.0,0,0,15,0,72.0,105,5.143537130386327,39.0,84,5.094339703559437,0,56.0,49,5.275102962798474,0,261.0,79,5.937063475408724,1,83.0,115,6.9867310917665115,0,405.0,96,5.159097402623537,0,120.0,105,5.187588700556291,0,164.0,88,8.262249057746276,0,83.0,8,6.09121556449412,0
9.0,8,3.0,1,8.0,5.0,5.0,2,1,8,6.0,2,2.0,2.0,1,2,5.0,2.0,1.0,0,2,2,30.0,11.0,1.0,0,1,2.0,2.0,1,1,2.0,2.0,13.0,6114.0,2,2,10.0,45.0,2,2.0,51.0,8,2.0,2.0,1.0,2,8.0,80.0,80.0,0,35,0,0,111.0,107,5.1160990512044995,102.0,82,5.0927690838136614,0,103.0,52,5.178830468482918,0,142.0,80,6.261464571816285,0,105.0,121,6.9360207175860875,0,204.0,95,5.129524663801721,0,193.0,105,5.230920046018316,0,193.0,90,8.06554696256655,1,294.0,8,6.2048343206575804,0
8.0,2,3.0,1,8.0,5.0,2.0,1,0,9,6.0,2,2.0,2.0,1,2,1.0,2.0,2.0,0,2,2,32.0,11.0,6.0,0,2,2.0,2.0,1,2,2.0,2.0,13.0,9111.0,2,1,18.0,45.0,2,6.0,25.0,1,2.0,2.0,3.0,3,16.0,49.0,50.0,23,0,0,0,250.0,104,5.097529497807803,372.0,86,5.096711416823237,0,460.0,50,5.365856374639546,0,183.0,72,5.62221011836904,0,105.0,110,7.015172703129024,1,295.0,102,5.11184483250958,0,55.0,105,5.193227592289878,0,196.0,87,7.407349127589183,0,254.0,56,7.709801249169345,0
8.0,2,3.0,1,8.0,7.0,5.0,1,0,8,6.0,2,2.0,1.0,1,2,1.0,2.0,2.0,0,2,2,5.0,11.0,6.0,0,2,2.0,2.0,1,2,2.0,2.0,13.0,6114.0,2,1,18.0,45.0,2,2.0,42.0,7,2.0,2.0,1.0,5,12.0,78.0,76.0,0,5,0,0,365.0,99,5.123525831579832,39.0,84,5.095172255618739,0,551.0,51,5.338126141612639,0,27.0,79,5.771779632228772,0,104.0,113,7.018440238387097,0,380.0,95,5.153019580991185,0,281.0,107,5.1896232661998685,0,164.0,91,8.067501133110083,1,313.0,9,6.601901654164444,0
11.0,1,3.0,2,8.0,5.0,5.0,1,0,6,1.0,1,2.0,2.0,1,2,1.0,2.0,2.0,0,1,2,9.0,11.0,1.0,0,1,2.0,2.0,1,1,2.0,2.0,13.0,6114.0,1,2,19.0,50.0,1,6.0,45.0,7,2.0,3.0,1.0,3,17.0,72.0,72.0,0,0,6,0,78.0,103,5.117502906408742,39.0,84,5.096815594469524,0,424.0,50,5.278552645643595,0,250.0,73,5.494980896821669,0,169.0,110,7.026666188205448,0,183.0,102,5.13827024994959,0,174.0,105,5.171231418903652,0,84.0,85,7.955750553493738,0,315.0,19,7.1366105634841315,1
7.0,1,3.0,1,8.0,6.0,1.0,1,0,8,1.0,1,2.0,1.0,1,1,1.0,2.0,2.0,0,1,2,4.0,11.0,6.0,0,2,2.0,2.0,1,2,2.0,2.0,13.0,3221.0,2,2,17.0,40.0,1,11.0,29.0,1,8.0,2.0,1.0,5,26.0,60.0,56.0,35,35,35,0,347.0,98,5.105329732942544,39.0,86,5.096447293860206,0,17.0,66,6.701159536019579,0,319.0,73,5.403838301824429,0,101.0,111,6.970338328961022,0,9.0,111,5.16399641539815,0,192.0,97,5.138162627700963,0,196.0,85,7.120648166240995,0,326.0,42,7.621578244049583,1
4.0,1,3.0,1,8.0,5.0,5.0,2,0,8,6.0,2,2.0,2.0,1,2,5.0,2.0,1.0,0,2,2,31.0,11.0,6.0,0,1,2.0,2.0,1,2,1.0,2.0,13.0,9111.0,2,2,15.0,45.0,2,2.0,37.0,1,2.0,2.0,2.0,1,8.0,65.0,55.0,35,19,0,0,250.0,103,5.099942937845063,344.0,86,5.099189069574312,0,37.0,50,5.219506876220521,0,144.0,82,6.218028879861823,1,311.0,123,6.924444076809528,0,267.0,100,5.105074423029727,0,379.0,108,5.2428491645069775,0,293.0,89,7.37530110460003,0,85.0,9,6.8130022296487125,0
5.0,1,3.0,1,8.0,5.0,8.0,2,0,8,1.0,2,2.0,1.0,1,2,1.0,2.0,2.0,0,1,2,22.0,10.0,6.0,0,2,2.0,2.0,1,2,1.0,2.0,13.0,9111.0,1,2,17.0,40.0,1,4.0,49.0,1,2.0,2.0,1.0,5,16.0,70.0,63.0,6,0,8,0,208.0,98,5.126978456225494,39.0,84,5.097819996256967,0,551.0,51,5.3547933331194955,0,20.0,72,5.714568985040138,0,104.0,109,7.029002057090535,0,184.0,99,5.157446456343695,0,120.0,106,5.182048971419429,0,84.0,89,8.00570983568708,1,277.0,10,6.7545760962905685,0
4.0,2,1.0,2,8.0,5.0,5.0,2,0,8,6.0,2,2.0,2.0,2,2,1.0,2.0,2.0,0,1,2,16.0,11.0,1.0,0,2,2.0,2.0,1,1,2.0,2.0,13.0,6114.0,2,1,16.0,45.0,2,3.0,49.0,7,2.0,2.0,1.0,1,15.0,82.0,78.0,0,0,0,0,250.0,105,5.11564130050009,161.0,85,5.092264961611443,0,301.0,52,5.168158107438018,0,157.0,72,5.965630232829399,0,114.0,118,6.976696956830524,0,265.0,96,5.122943302956986,0,193.0,106,5.237908397639647,1,201.0,90,7.896632022202464,0,283.0,8,6.41278219934553,1
7.0,8,2.0,2,8.0,5.0,5.0,2,0,7,4.0,2,2.0,2.0,1,2,1.0,2.0,1.0,0,1,2,9.0,11.0,6.0,0,1,2.0,2.0,2,1,2.0,2.0,13.0,6114.0,2,2,24.0,45.0,2,8.0,52.0,7,2.0,2.0,1.0,3,18.0,85.0,85.0,0,0,0,0,250.0,106,5.116395584855012,39.0,83,5.087998181169051,0,360.0,50,5.226777530760261,0,147.0,71,5.606952072251998,0,105.0,111,7.015817213659577,1,291.0,101,5.151683649251448,0,213.0,100,5.154538111908847,0,84.0,87,8.132288942297052,0,250.0,8,6.3357632967033055,0
1.0,1,3.0,2,8.0,5.0,5.0,8,0,6,4.0,1,2.0,2.0,2,2,1.0,2.0,2.0,0,2,2,7.0,11.0,1.0,0,2,2.0,2.0,1,2,2.0,2.0,13.0,6114.0,2,2,16.0,50.0,1,4.0,47.0,7,2.0,2.0,8.0,3,15.0,70.0,93.0,0,0,4,0,316.0,101,5.120762371067341,39.0,85,5.092636526774179,0,88.0,52,5.163918425031136,0,147.0,73,5.590468754671264,0,83.0,109,7.0270426260882655,1,427.0,103,5.130574407653979,0,2.0,106,5.1838448749736585,0,84.0,88,8.15042510211072,0,250.0,8,6.303556480391827,0
5.0,1,3.0,2,7.0,5.0,5.0,2,0,7,3.0,2,2.0,2.0,1,2,1.0,2.0,2.0,0,1,2,7.0,11.0,3.0,0,1,2.0,2.0,1,1,1.0,2.0,13.0,6114.0,1,2,35.0,45.0,2,4.0,61.0,7,2.0,2.0,8.0,1,42.0,70.0,67.0,0,0,0,0,175.0,106,5.120987792524752,303.0,87,5.097353436385826,0,588.0,51,5.211078385245883,0,157.0,71,5.983221998944669,0,114.0,119,6.970544103725896,0,183.0,103,5.151951200958732,0,313.0,103,5.213101976886333,0,12.0,91,7.920253899660965,0,250.0,8,6.298648639467486,1
6.0,2,3.0,2,8.0,5.0,5.0,1,0,8,6.0,2,2.0,2.0,1,2,1.0,2.0,2.0,0,2,2,13.0,11.0,6.0,0,8,2.0,2.0,1,1,2.0,2.0,13.0,6114.0,1,2,18.0,45.0,2,2.0,64.0,9,2.0,2.0,8.0,2,6.0,70.0,67.0,0,0,0,0,250.0,106,5.115471950358523,39.0,84,5.091925705918953,0,301.0,52,5.182322708286605,0,142.0,78,6.14986208073024,1,105.0,121,6.944779552479708,0,265.0,97,5.120626373782982,0,193.0,107,5.23298554154135,0,193.0,89,8.08738179269287,0,311.0,8,6.102322922294531,0
